source,page_url,author,license,license_url,filename,original_title,date
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Triunfo_de_David.jpg,IconografiaMusical,Public domain,,Triunfo_de_David.jpg,File:Triunfo de David.jpg,2008-05-19 14:55:48
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Esperan%C3%A7a,_azulejos_de_oficina_de_Lisboa,_1760_(c),_Funchal._-_Image_126070.jpg",Virgílio Gomes,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Esperanca__azulejos_de_oficina_de_Lisboa__1760__c__Funchal._-_Image_126070.jpg,"File:Esperança, azulejos de oficina de Lisboa, 1760 (c), Funchal. - Image 126070.jpg",2014-11-01
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pormenor_dos_azulejos_da_torre_da_igreja_do_convento_de_Santa_Clara_do_Funchal_-_2010-06-26_-_Image_113028.jpg,José Lemos Silva,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Pormenor_dos_azulejos_da_torre_da_igreja_do_convento_de_Santa_Clara_do_Funchal_-_2010-06-26_-_Image_113028.jpg,File:Pormenor dos azulejos da torre da igreja do convento de Santa Clara do Funchal - 2010-06-26 - Image 113028.jpg,2010-06-26
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Caridade,_aulejos_de_1760-1765,_Museu_de_Arte_Sacra_do_Funchal_-_Image_105490.jpg",Museu de Arte Sacra do Funchal,Public domain,,Caridade__aulejos_de_1760-1765__Museu_de_Arte_Sacra_do_Funchal_-_Image_105490.jpg,"File:Caridade, aulejos de 1760-1765, Museu de Arte Sacra do Funchal - Image 105490.jpg",1760
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:%27Sala_do_Lago%27_room_with_a_fountain,_azulejo_panels_and_statues,_Ant%C3%B3nio_Medeiros_e_Almeida_Museum,_Lisbon,_Portugal_julesvernex2.jpg",Jules Verne Times Two,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,o_room_with_a_fountain__azulejo_panels_and_statues__Antonio_Medeiros_e_Almeida_Museum__Lisbon__Portugal_julesvernex2.jpg,"File:'Sala do Lago' room with a fountain, azulejo panels and statues, António Medeiros e Almeida Museum, Lisbon, Portugal julesvernex2.jpg",2023-12-30
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Altar_frontals,_Museu_Nacional_do_Azulejo,_Lisbon,_Portugal_julesvernex2.jpg",Jules Verne Times Two,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Altar_frontals__Museu_Nacional_do_Azulejo__Lisbon__Portugal_julesvernex2.jpg,"File:Altar frontals, Museu Nacional do Azulejo, Lisbon, Portugal julesvernex2.jpg",2024-03-24
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:MNAz_58.jpg,DiogoBaptista,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,MNAz_58.jpg,File:MNAz 58.jpg,2025-06-17 16:38:26
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:MNAz_57.jpg,DiogoBaptista,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,MNAz_57.jpg,File:MNAz 57.jpg,2025-06-17 16:38:04
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:MNAz_59.jpg,DiogoBaptista,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,MNAz_59.jpg,File:MNAz 59.jpg,2025-06-17 16:39:54
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hospital_de_Santa_Marta_59.jpg,DiogoBaptista,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Hospital_de_Santa_Marta_59.jpg,File:Hospital de Santa Marta 59.jpg,2025-07-13 16:29:29
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejos_del_refectorio_del_Monasterio_de_los_Jer%C3%B3nimos.jpg,Helena Reyes Pereira,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Azulejos_del_refectorio_del_Monasterio_de_los_Jeronimos.jpg,File:Azulejos del refectorio del Monasterio de los Jerónimos.jpg,2026-01-17 13:05:10
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pal%C3%A1cio_dos_Condes_de_Anadia_-_Silhar_com_vasos_e_golfinhos_-_CFT009.1257.jpg,João Miguel dos Santos Simões,Public domain,,Palacio_dos_Condes_de_Anadia_-_Silhar_com_vasos_e_golfinhos_-_CFT009.1257.jpg,File:Palácio dos Condes de Anadia - Silhar com vasos e golfinhos - CFT009.1257.jpg,"circa 1960date QS:P,+1960-00-00T00:00:00Z/9,P1480,Q5727902"
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pal%C3%A1cio_dos_Condes_de_Anadia_-_Silhar_com_vasos_e_golfinhos_-_CFT009.1256.jpg,João Miguel dos Santos Simões,Public domain,,Palacio_dos_Condes_de_Anadia_-_Silhar_com_vasos_e_golfinhos_-_CFT009.1256.jpg,File:Palácio dos Condes de Anadia - Silhar com vasos e golfinhos - CFT009.1256.jpg,"circa 1960date QS:P,+1960-00-00T00:00:00Z/9,P1480,Q5727902"
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pal%C3%A1cio_dos_Condes_de_Anadia_-_Painel_com_embarca%C3%A7%C3%A3o_-_CFT009.1258.jpg,João Miguel dos Santos Simões,Public domain,,Palacio_dos_Condes_de_Anadia_-_Painel_com_embarcacao_-_CFT009.1258.jpg,File:Palácio dos Condes de Anadia - Painel com embarcação - CFT009.1258.jpg,"circa 1960date QS:P,+1960-00-00T00:00:00Z/9,P1480,Q5727902"
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pal%C3%A1cio_dos_Condes_de_Anadia_-_A_fugida_de_Cle%C3%B3patra_-_CFT009.1259.jpg,João Miguel dos Santos Simões,Public domain,,Palacio_dos_Condes_de_Anadia_-_A_fugida_de_Cleopatra_-_CFT009.1259.jpg,File:Palácio dos Condes de Anadia - A fugida de Cleópatra - CFT009.1259.jpg,"circa 1960date QS:P,+1960-00-00T00:00:00Z/9,P1480,Q5727902"
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Placa_Kashan_da_Casa_dos_azulejos_da_Casa-Museu_Dr._Frederico_de_Freitas,_Maria_Jo%C3%A3o_Cardoso,_1800_(c.)_e_1999,_Funchal_-_Image_152375.jpg",Oficina de Kashan,Public domain,,sa_dos_azulejos_da_Casa-Museu_Dr._Frederico_de_Freitas__Maria_Joao_Cardoso__1800__c.__e_1999__Funchal_-_Image_152375.jpg,"File:Placa Kashan da Casa dos azulejos da Casa-Museu Dr. Frederico de Freitas, Maria João Cardoso, 1800 (c.) e 1999, Funchal - Image 152375.jpg","circa 1800date QS:P,+1800-00-00T00:00:00Z/9,P1480,Q5727902"
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Santa_Clara,_convento_de_Santa_Clara_do_Funchal_-_2015-11-04_-_Image_124772.jpg",Rui Carita,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Santa_Clara__convento_de_Santa_Clara_do_Funchal_-_2015-11-04_-_Image_124772.jpg,"File:Santa Clara, convento de Santa Clara do Funchal - 2015-11-04 - Image 124772.jpg",2015-11-04
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_de_uma_fonte_de_meados_do_s%C3%A9culo_XIX.JPG,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Azulejo_de_uma_fonte_de_meados_do_seculo_XIX.jpg,File:Azulejo de uma fonte de meados do século XIX.JPG,
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_vina%C5%99i.JPG,Zarco at Czech Wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Azulejo_vinari.jpg,File:Azulejo vinaři.JPG,17 December 2007 (original upload date)
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2001.01.XX_Monte_Toboggan_Sled_Riders_in_Funchal.jpg,Hans Olav Lien,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2001.01.XX_Monte_Toboggan_Sled_Riders_in_Funchal.jpg,File:2001.01.XX Monte Toboggan Sled Riders in Funchal.jpg,2001-01
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejos_na_cervejaria.jpg,Joaomartinho63,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Azulejos_na_cervejaria.jpg,File:Azulejos na cervejaria.jpg,2007-03-02
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8106.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8106.jpg,File:Cervejaria Trindade 8106.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8105.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8105.jpg,File:Cervejaria Trindade 8105.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8107.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8107.jpg,File:Cervejaria Trindade 8107.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8108.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8108.jpg,File:Cervejaria Trindade 8108.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8109.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8109.jpg,File:Cervejaria Trindade 8109.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8110.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8110.jpg,File:Cervejaria Trindade 8110.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8111.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8111.jpg,File:Cervejaria Trindade 8111.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8113.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8113.jpg,File:Cervejaria Trindade 8113.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8112.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8112.jpg,File:Cervejaria Trindade 8112.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8114.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8114.jpg,File:Cervejaria Trindade 8114.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_8115.jpg,João Carvalho,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cervejaria_Trindade_8115.jpg,File:Cervejaria Trindade 8115.jpg,2011-09-22
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Leading_lines_(5581912142).jpg,"islandjoe from Helsinki, Finland",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Leading_lines__5581912142_.jpg,File:Leading lines (5581912142).jpg,2011-03-25 15:24
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_a_Amigo_Vallejo.JPG,CarlosVdeHabsburgo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Azulejo_a_Amigo_Vallejo.jpg,File:Azulejo a Amigo Vallejo.JPG,2015-04-28 19:11:14
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2015_Madeira_Samsung_(27).jpg,Mattes,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2015_Madeira_Samsung__27_.jpg,File:2015 Madeira Samsung (27).jpg,2015-09-12
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_in_a_chapel_Funchal.jpg,Pásztörperc at Hungarian Wikipedia,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Azulejo_in_a_chapel_Funchal.jpg,File:Azulejo in a chapel Funchal.jpg,2010-02-11
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_in_a_chapel_Funchal2.jpg,Pásztörperc at Hungarian Wikipedia,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Azulejo_in_a_chapel_Funchal2.jpg,File:Azulejo in a chapel Funchal2.jpg,2010-02-11
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lisbon_131_(31787632694).jpg,Lucas £ € $ ¥,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Lisbon_131__31787632694_.jpg,File:Lisbon 131 (31787632694).jpg,2013-05-12 17:42
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejos_planta.jpg,CarlosVdeHabsburgo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Azulejos_planta.jpg,File:Azulejos planta.jpg,2017-03-01 13:18:29
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_Ci%C3%AAncia_afugentando_a_Supersti%C3%A7%C3%A3o_-_Jorge_Cola%C3%A7o.png,RickMorais,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,A_Ciencia_afugentando_a_Supersticao_-_Jorge_Colaco.jpg,File:A Ciência afugentando a Superstição - Jorge Colaço.png,2017-05-03
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_Capuchinos.jpg,CarlosVdeHabsburgo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Azulejo_Capuchinos.jpg,File:Azulejo Capuchinos.jpg,2017-07-28 19:25:31
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_(36239574991).jpg,Maria  Eklind,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Cervejaria_Trindade__36239574991_.jpg,File:Cervejaria Trindade (36239574991).jpg,"Taken on 5 April 2017, 21:09"
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cervejaria_Trindade_(35567985673).jpg,Maria  Eklind,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Cervejaria_Trindade__35567985673_.jpg,File:Cervejaria Trindade (35567985673).jpg,"Taken on 5 April 2017, 21:09"
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ana_Ruiz_Hern%C3%A1ndez.jpg,CarlosVdeHabsburgo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Ana_Ruiz_Hernandez.jpg,File:Ana Ruiz Hernández.jpg,2017-08-14 20:47:36
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Batalha_da_Roli%C3%A7a_(Acervo_Museol%C3%B3gico_do_Forte_de_S%C3%A3o_Juli%C3%A3o_da_Barra).png,Unknown authorUnknown author,Public domain,,Batalha_da_Rolica__Acervo_Museologico_do_Forte_de_Sao_Juliao_da_Barra_.jpg,File:Batalha da Roliça (Acervo Museológico do Forte de São Julião da Barra).png,"early 20th centurydate QS:P,+1950-00-00T00:00:00Z/7,P4241,Q40719727"
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_Condessa_de_Castello_Melhor_D._Marianna_de_Lancastre_commanda_a_artilheria_na_ausencia_do_Conde,_seu_marido_-_Pereira_C%C3%A3o_(Pal%C3%A1cio_da_Rosa,_Lisboa).png",Pereira Cão,Public domain,,Marianna_de_Lancastre_commanda_a_artilheria_na_ausencia_do_Conde__seu_marido_-_Pereira_Cao__Palacio_da_Rosa__Lisboa_.jpg,"File:A Condessa de Castello Melhor D. Marianna de Lancastre commanda a artilheria na ausencia do Conde, seu marido - Pereira Cão (Palácio da Rosa, Lisboa).png","19th centurydate QS:P,+1850-00-00T00:00:00Z/7"
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Igreja_de_S%C3%A3o_Roque,_Funchal_-_2012-02-29_-_DSC04017.jpg",PESP/ Wikimedia,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Igreja_de_Sao_Roque__Funchal_-_2012-02-29_-_DSC04017.jpg,"File:Igreja de São Roque, Funchal - 2012-02-29 - DSC04017.jpg",2012-02-29 10:09:17
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Canals_-_Retaule_cer%C3%A0mic_de_la_Mare_de_D%C3%A9u_dels_Dolors_(Nauselva)_-_02.jpg,MrPotato1010,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Canals_-_Retaule_ceramic_de_la_Mare_de_Deu_dels_Dolors__Nauselva__-_02.jpg,File:Canals - Retaule ceràmic de la Mare de Déu dels Dolors (Nauselva) - 02.jpg,2020-09-09 19:14:23
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Canals_-_Retaule_cer%C3%A0mic_de_la_Mare_de_D%C3%A9u_dels_Dolors_(Nauselva)_-_03.jpg,MrPotato1010,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Canals_-_Retaule_ceramic_de_la_Mare_de_Deu_dels_Dolors__Nauselva__-_03.jpg,File:Canals - Retaule ceràmic de la Mare de Déu dels Dolors (Nauselva) - 03.jpg,2020-09-09 19:14:12
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_Condessa_de_Castello_Melhor_D._Marianna_de_Lancastre_commanda_a_artilheria_na_ausencia_do_Conde,_seu_marido_-_P%C3%A1tio_do_pal%C3%A1cio_da_Rosa_-_Image_206426.jpg",Pereira Cão,Public domain,,rianna_de_Lancastre_commanda_a_artilheria_na_ausencia_do_Conde__seu_marido_-_Patio_do_palacio_da_Rosa_-_Image_206426.jpg,"File:A Condessa de Castello Melhor D. Marianna de Lancastre commanda a artilheria na ausencia do Conde, seu marido - Pátio do palácio da Rosa - Image 206426.jpg",1904
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejos_Sagrada_Familia.jpg,CarlosVdeHabsburgo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Azulejos_Sagrada_Familia.jpg,File:Azulejos Sagrada Familia.jpg,2023-11-16 18:17:37
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejos_P%C3%A1jaros.jpg,CarlosVdeHabsburgo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Azulejos_Pajaros.jpg,File:Azulejos Pájaros.jpg,2023-11-16 18:18:14
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Armaz%C3%A9ns_da_Estrada_de_S%C3%A3o_Jo%C3%A3o_-_2010-06-26_-_Image_111874.jpg,José Lemos Silva,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Armazens_da_Estrada_de_Sao_Joao_-_2010-06-26_-_Image_111874.jpg,File:Armazéns da Estrada de São João - 2010-06-26 - Image 111874.jpg,2010-06-26
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Esta%C3%A7%C3%A3o_Fogueteiro_07.jpg,DiogoBaptista,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Estacao_Fogueteiro_07.jpg,File:Estação Fogueteiro 07.jpg,2025-10-18 16:24:56
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Esta%C3%A7%C3%A3o_Fogueteiro_15.jpg,DiogoBaptista,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Estacao_Fogueteiro_15.jpg,File:Estação Fogueteiro 15.jpg,2025-10-18 16:30:20
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Azulejos_turcos_da_Casa_dos_azulejos_da_Casa-Museu_Frederico_de_Freitas,_Maria_Jo%C3%A3o_Cardoso,_1999,_Funchal_-_Image_152385.jpg",Arq. Maria João Cardoso,Public domain,,jos_turcos_da_Casa_dos_azulejos_da_Casa-Museu_Frederico_de_Freitas__Maria_Joao_Cardoso__1999__Funchal_-_Image_152385.jpg,"File:Azulejos turcos da Casa dos azulejos da Casa-Museu Frederico de Freitas, Maria João Cardoso, 1999, Funchal - Image 152385.jpg",1999
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Antiga_entrada_da_Junta_Geral_do_Distrito_Aut%C3%B3nomo_do_Funchal_%C3%A0_Avenida_Arriaga,_decorada_com_azulejos_padr%C3%A3o_Marvila_-_2018-06-02_-_Image_148420.jpg",Rui Carita,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,do_Distrito_Autonomo_do_Funchal_a_Avenida_Arriaga__decorada_com_azulejos_padrao_Marvila_-_2018-06-02_-_Image_148420.jpg,"File:Antiga entrada da Junta Geral do Distrito Autónomo do Funchal à Avenida Arriaga, decorada com azulejos padrão Marvila - 2018-06-02 - Image 148420.jpg",2018-06-02
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Entrada_interior_poente_da_antiga_Junta_Geral_do_Distrito_Aut%C3%B3nomo_do_Funchal_%C3%A0_Avenida_Arriaga,_decorada_com_azulejos_padr%C3%A3o_Marvila_-_2018-06-02_-_Image_148424.jpg",Rui Carita,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,do_Distrito_Autonomo_do_Funchal_a_Avenida_Arriaga__decorada_com_azulejos_padrao_Marvila_-_2018-06-02_-_Image_148424.jpg,"File:Entrada interior poente da antiga Junta Geral do Distrito Autónomo do Funchal à Avenida Arriaga, decorada com azulejos padrão Marvila - 2018-06-02 - Image 148424.jpg",2018-06-02
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Entrada_interior_nascente_da_antiga_Junta_Geral_do_Distrito_Aut%C3%B3nomo_do_Funchal_%C3%A0_Avenida_Arriaga,_decorada_com_azulejos_padr%C3%A3o_Marvila_-_2018-06-02_-_Image_148426.jpg",Rui Carita,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,do_Distrito_Autonomo_do_Funchal_a_Avenida_Arriaga__decorada_com_azulejos_padrao_Marvila_-_2018-06-02_-_Image_148426.jpg,"File:Entrada interior nascente da antiga Junta Geral do Distrito Autónomo do Funchal à Avenida Arriaga, decorada com azulejos padrão Marvila - 2018-06-02 - Image 148426.jpg",2018-06-02
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Entrada_interior_nascente_da_antiga_Junta_Geral_do_Distrito_Aut%C3%B3nomo_do_Funchal_%C3%A0_Avenida_Zarco,_decorada_com_azulejos_padr%C3%A3o_Marvila_-_2018-06-02_-_Image_148432.jpg",Rui Carita,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,al_do_Distrito_Autonomo_do_Funchal_a_Avenida_Zarco__decorada_com_azulejos_padrao_Marvila_-_2018-06-02_-_Image_148432.jpg,"File:Entrada interior nascente da antiga Junta Geral do Distrito Autónomo do Funchal à Avenida Zarco, decorada com azulejos padrão Marvila - 2018-06-02 - Image 148432.jpg",2018-06-02
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Imaculada_Concei%C3%A7%C3%A3o,_convento_de_Santa_Clara_do_Funchal_-_2013-01-16_-_Image_104618.jpg",Rui Carita,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Imaculada_Conceicao__convento_de_Santa_Clara_do_Funchal_-_2013-01-16_-_Image_104618.jpg,"File:Imaculada Conceição, convento de Santa Clara do Funchal - 2013-01-16 - Image 104618.jpg",2013-01-16
Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Imaculada_Concei%C3%A7%C3%A3o,_convento_de_Santa_Clara_do_Funchal_-_2013-01-16_-_Image_104620.jpg",Rui Carita,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Imaculada_Conceicao__convento_de_Santa_Clara_do_Funchal_-_2013-01-16_-_Image_104620.jpg,"File:Imaculada Conceição, convento de Santa Clara do Funchal - 2013-01-16 - Image 104620.jpg",2013-01-16
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_3.JPG,Original uploader and author is Zarco at cs.wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Azulejo_3.jpg,File:Azulejo 3.JPG,"taken: 9/2005
17 December 2007 (original upload date)"
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_Loaysa_panel_ni.jpg,Nicolás Pérez,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Azulejo_Loaysa_panel_ni.jpg,File:Azulejo Loaysa panel ni.jpg,2012-06-05
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aveiro_March_2012-4a.jpg,Alvesgaspar,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Aveiro_March_2012-4a.jpg,File:Aveiro March 2012-4a.jpg,2012-03-24
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejo_December_2012-2.jpg,Alvesgaspar,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Azulejo_December_2012-2.jpg,File:Azulejo December 2012-2.jpg,2012-12-01 16:19:37
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:001117_15-44-2002-To-grupper-rosa-Qajar-Fliser2.jpg,"Qajar Persia Gol o bolbol (English:""Rose and Nightingale"") motif, earthenware tiles",Public domain,,001117_15-44-2002-To-grupper-rosa-Qajar-Fliser2.jpg,File:001117 15-44-2002-To-grupper-rosa-Qajar-Fliser2.jpg,First half of 19th
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:17.6-24-1974-Cuerda-seca-flisepanel.jpg,Unknown authorUnknown author,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,17.6-24-1974-Cuerda-seca-flisepanel.jpg,File:17.6-24-1974-Cuerda-seca-flisepanel.jpg,17th or 18th
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1891_Lino_(1109474130).jpg,Nelson Alexandre Rocha from Portugal,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,1891_Lino__1109474130_.jpg,File:1891 Lino (1109474130).jpg,2007-08-14 00:30
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Acceso_al_comedor_del_Hotel_Piri%C3%A1polis.jpg,KoPower,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Acceso_al_comedor_del_Hotel_Piriapolis.jpg,File:Acceso al comedor del Hotel Piriápolis.jpg,"Taken on 6 October 2012, 14:10:00"
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Azulejos_do_Pal%C3%A1cio_Universit%C3%A1rio_da_UFRJ.jpg,MaxJornalista,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Azulejos_do_Palacio_Universitario_da_UFRJ.jpg,File:Azulejos do Palácio Universitário da UFRJ.jpg,2013-09-12 14:36:27
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:21.4.14_Lamacaes_1_Easter_Monday_Parade_010_(13982898776).jpg,Donald Judge from England,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,21.4.14_Lamacaes_1_Easter_Monday_Parade_010__13982898776_.jpg,File:21.4.14 Lamacaes 1 Easter Monday Parade 010 (13982898776).jpg,2014-04-21 12:54
Wikimedia Commons,https://commons.wikimedia.org/wiki/File:AdegaColares.JPG,69joehawkins,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,AdegaColares.jpg,File:AdegaColares.JPG,2014-03-29 15:18:17
